"","accommodates","bedrooms","beds","city","experience_stay","host_listings_count","host_has_profile_pic","listing_price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","instant_bookable","private_stay"
"6289",5,2,3,"SanDiego",0,1,"t",132,3,1125,71,4.9,"f",1
"6290",6,2,2,"SanDiego",0,29,"t",125,1,1125,1,5,"f",1
"6291",8,3,4,"SanDiego",0,4,"t",295,3,90,10,4.8,"t",1
"6292",6,1,3,"SanDiego",0,22,"t",206,1,1125,275,4.61,"t",1
"6293",4,1,2,"SanDiego",0,2,"t",143,2,1125,166,4.86,"t",1
"6294",6,2,3,"SanDiego",0,4,"t",241,1,1125,265,4.89,"t",1
"6295",10,2,5,"SanDiego",0,5,"t",145,2,365,135,4.86,"f",1
"6296",4,1,2,"SanDiego",0,7,"t",180,3,1125,21,4.52,"t",1
"6297",10,2,5,"SanDiego",0,5,"t",148,2,365,156,4.89,"f",1
"6298",6,3,3,"SanDiego",0,2,"t",171,31,1125,9,4.78,"f",1
"6299",2,1,1,"SanDiego",0,2,"t",134,2,28,35,5,"f",1
"6300",4,2,2,"SanDiego",0,48,"t",173,3,1125,64,4.48,"t",1
"6301",3,1,1,"SanDiego",0,18,"t",115,14,1125,23,4.43,"f",1
"6302",10,3,7,"SanDiego",0,2,"t",400,25,1125,1,5,"f",1
"6303",8,4,4,"SanDiego",0,2,"t",514,3,100,127,4.94,"f",1
"6304",2,1,1,"SanDiego",0,2,"t",45,31,1125,9,4.78,"f",0
"6305",4,2,2,"SanDiego",0,1,"t",145,31,1125,13,5,"f",1
"6306",10,3,4,"SanDiego",0,5,"t",395,3,1125,1,5,"f",0
"6307",2,1,1,"SanDiego",0,12,"t",117,30,1125,3,5,"f",1
"6308",2,1,1,"SanDiego",0,97,"t",110,2,365,75,4.67,"t",1
"6309",8,4,6,"SanDiego",0,1,"t",725,4,1125,14,4.43,"f",1
"6310",4,2,2,"SanDiego",0,153,"t",349,3,365,11,4.91,"t",1
"6311",6,2,2,"SanDiego",0,17,"t",152,7,1125,55,4.51,"t",1
"6312",2,1,1,"SanDiego",0,6,"t",118,1,1125,210,4.6,"t",1
"6313",8,4,4,"SanDiego",0,2,"t",260,3,1125,80,4.83,"t",1
"6314",16,6,13,"SanDiego",0,7,"t",795,4,29,19,4.26,"f",1
"6315",4,2,2,"SanDiego",0,1,"t",200,5,90,23,4.96,"f",1
"6316",11,5,6,"SanDiego",0,88,"t",428,2,28,131,4.73,"f",1
"6317",2,1,1,"SanDiego",0,1,"t",138,7,100,2,5,"f",1
"6318",2,1,1,"SanDiego",0,3,"t",169,2,14,239,4.83,"f",0
"6319",4,1,2,"SanDiego",0,28,"t",179,2,29,127,4.87,"f",1
"6320",4,1,1,"SanDiego",0,6,"t",130,1,90,53,4.64,"t",1
"6321",4,1,2,"SanDiego",0,4,"t",169,7,1125,36,4.86,"t",1
"6322",2,1,1,"SanDiego",0,97,"t",110,2,365,55,4.38,"t",1
"6323",2,1,1,"SanDiego",0,1,"t",94,1,1125,54,4.94,"t",0
"6324",4,1,2,"SanDiego",0,97,"t",124,2,365,55,4.58,"t",1
"6325",4,1,2,"SanDiego",0,4,"t",352,3,1125,59,4.97,"t",1
"6326",5,2,3,"SanDiego",0,5,"t",424,5,1125,5,5,"f",1
"6327",1,1,1,"SanDiego",0,1,"t",59,30,1125,10,4.9,"f",0
"6328",6,2,3,"SanDiego",0,4,"t",218,2,1125,126,4.77,"f",1
"6329",4,1,1,"SanDiego",0,113,"t",177,31,1125,1,5,"f",1
"6330",12,3,7,"SanDiego",0,67,"t",608,2,1125,20,4.7,"t",1
"6331",4,1,2,"SanDiego",0,88,"t",164,1,28,221,4.88,"f",1
"6332",4,1,2,"SanDiego",0,88,"t",184,1,28,196,4.87,"f",1
"6333",4,1,2,"SanDiego",0,88,"t",186,1,28,199,4.88,"f",1
"6334",5,2,2,"SanDiego",0,14,"t",168,31,1125,7,4.86,"t",1
"6335",4,2,2,"SanDiego",0,1,"t",295,3,1125,62,4.89,"t",1
"6336",4,1,2,"SanDiego",0,1,"t",180,2,35,82,4.99,"f",1
"6337",4,1,2,"SanDiego",0,11,"t",228,2,180,105,4.89,"f",1
"6338",5,2,2,"SanDiego",0,6,"t",225,1,1125,197,4.95,"t",1
"6339",2,1,1,"SanDiego",0,2,"t",150,30,1125,4,5,"f",1
"6340",4,2,2,"SanDiego",0,7,"t",140,1,45,138,4.72,"f",1
"6341",6,2,2,"SanDiego",0,1,"t",143,1,1125,233,4.76,"t",1
"6342",6,2,3,"SanDiego",0,2,"t",227,2,1125,53,4.89,"f",1
"6343",1,1,1,"SanDiego",0,26,"t",125,1,28,5,5,"f",0
"6344",4,1,2,"SanDiego",0,14,"t",99,3,28,52,4.67,"f",1
"6345",2,1,NA,"SanDiego",0,26,"t",125,1,28,9,5,"f",0
"6346",6,1,6,"SanDiego",0,26,"t",300,1,14,6,5,"f",0
"6347",4,1,2,"SanDiego",0,14,"t",114,3,28,28,4.68,"f",1
"6348",2,1,2,"SanDiego",0,26,"t",125,1,28,12,5,"f",0
"6349",10,4,4,"SanDiego",0,4,"t",226,3,90,120,4.83,"t",1
"6350",10,3,4,"SanDiego",0,4,"t",193,1,1125,148,4.93,"f",1
"6351",4,1,2,"SanDiego",0,7,"t",97,1,31,128,4.78,"t",1
"6352",3,1,4,"SanDiego",0,32,"t",141,3,24,193,4.9,"f",1
"6353",1,1,1,"SanDiego",0,23,"t",43,32,180,1,5,"f",0
"6354",4,2,4,"SanDiego",0,32,"t",208,3,24,140,4.83,"f",1
"6355",6,3,5,"SanDiego",0,4,"t",275,3,1125,10,4.8,"f",1
"6356",4,1,2,"SanDiego",0,7,"t",97,1,31,104,4.78,"t",1
"6357",2,1,1,"SanDiego",0,1,"t",163,2,1125,85,4.96,"f",1
"6358",6,2,4,"SanDiego",0,3,"t",396,5,21,23,5,"f",1
"6359",3,1,1,"SanDiego",0,16,"t",134,2,365,8,4.63,"t",1
"6360",4,1,1,"SanDiego",0,2,"t",147,1,28,31,4.35,"t",0
"6361",2,1,1,"SanDiego",0,18,"t",107,2,28,161,4.84,"f",1
"6362",4,1,3,"SanDiego",0,71,"t",162,1,999,45,4.2,"f",1
"6363",6,2,3,"SanDiego",0,71,"t",274,1,999,29,4.45,"f",1
"6364",3,1,2,"SanDiego",0,66,"t",204,7,28,74,4.84,"f",1
"6365",4,1,2,"SanDiego",0,11,"t",288,2,180,91,4.92,"f",1
"6366",8,3,4,"SanDiego",0,21,"t",437,2,1125,113,4.6,"f",1
"6367",8,4,4,"SanDiego",0,1,"t",477,3,120,79,4.97,"f",1
"6368",4,1,2,"SanDiego",0,21,"t",174,2,1125,65,4.57,"f",1
"6369",7,3,4,"SanDiego",0,1,"t",203,21,120,18,5,"f",1
"6370",3,1,1,"SanDiego",0,2,"t",275,3,31,144,4.98,"t",1
"6371",5,3,3,"SanDiego",0,1,"t",564,3,1125,4,5,"f",1
"6372",2,1,1,"SanDiego",0,2,"t",130,1,1125,3,4.33,"t",0
"6373",16,2,7,"SanDiego",0,21,"t",213,2,1125,52,4.27,"f",1
"6374",12,5,5,"SanDiego",0,11,"t",307,2,14,84,4.93,"f",1
"6375",3,1,2,"SanDiego",0,14,"t",81,1,1125,150,4.43,"t",1
"6376",2,1,1,"SanDiego",0,1,"t",200,28,1125,5,5,"f",1
"6377",3,1,1,"SanDiego",0,14,"t",66,2,1125,115,4.32,"t",1
"6378",6,2,2,"SanDiego",0,3,"t",211,1,30,151,4.95,"f",1
"6379",6,2,3,"SanDiego",0,1,"t",335,3,1125,60,4.65,"t",1
"6380",4,2,3,"SanDiego",0,1,"t",300,7,1125,7,4.71,"f",1
"6381",8,3,3,"SanDiego",0,3,"t",150,2,1125,167,4.69,"f",1
"6382",2,1,1,"SanDiego",0,1,"t",214,3,5,9,5,"f",1
"6383",6,2,3,"SanDiego",0,3,"t",199,30,1125,7,4.57,"t",1
"6384",4,2,2,"SanDiego",0,48,"t",151,3,1125,90,4.64,"t",1
"6385",4,2,2,"SanDiego",0,3,"t",145,31,1125,5,4.4,"f",1
"6386",7,3,NA,"SanDiego",0,18,"t",797,2,1125,14,4.57,"t",1
"6387",12,6,6,"SanDiego",0,3,"t",825,3,1125,112,5,"f",1
"6388",1,1,1,"SanDiego",0,26,"t",48,1,28,20,4.65,"f",0
"6389",4,1,1,"SanDiego",0,5,"t",150,2,1125,110,4.91,"t",1
"6390",6,2,3,"SanDiego",0,2,"t",404,2,1000,126,4.97,"t",1
"6391",4,1,2,"SanDiego",0,4,"t",84,3,1125,106,4.41,"f",1
"6392",2,1,1,"SanDiego",0,1,"t",50,30,60,45,4.91,"f",0
"6393",11,4,6,"SanDiego",0,11,"t",424,2,180,33,4.82,"f",1
"6394",2,1,1,"SanDiego",0,6,"t",59,2,28,70,4.86,"f",0
"6395",4,1,1,"SanDiego",0,2,"t",99,1,5,6,5,"f",0
"6396",6,3,4,"SanDiego",0,1,"t",640,3,1125,115,4.96,"f",1
"6397",2,1,1,"SanDiego",0,11,"t",53,2,7,36,4.94,"f",0
"6398",2,1,1,"SanDiego",0,11,"t",44,2,7,32,4.97,"f",0
"6399",4,2,2,"SanDiego",0,16,"t",777,1,365,1,3,"f",1
"6400",2,1,1,"SanDiego",0,11,"t",43,2,7,45,4.96,"f",0
"6401",4,2,3,"SanDiego",0,13,"t",153,26,1125,4,5,"f",1
"6402",6,2,2,"SanDiego",0,4,"t",399,30,365,1,5,"f",1
"6403",2,1,1,"SanDiego",0,1,"t",89,2,62,65,4.95,"f",0
"6404",2,1,1,"SanDiego",0,8,"t",180,1,30,198,4.9,"t",1
"6405",2,1,1,"SanDiego",0,11,"t",44,2,7,42,4.76,"f",0
"6406",1,1,1,"SanDiego",0,26,"t",46,1,28,59,4.76,"f",0
"6407",2,1,1,"SanDiego",0,1,"t",86,2,60,32,4.97,"f",0
"6408",7,3,3,"SanDiego",0,1,"t",496,3,1125,108,4.97,"f",1
"6409",2,1,1,"SanDiego",0,4,"t",99,6,38,1,5,"f",1
"6410",5,1,2,"SanDiego",0,97,"t",116,2,365,123,4.42,"t",1
"6411",8,2,4,"SanDiego",0,8,"t",461,3,28,134,4.87,"f",1
"6412",4,1,2,"SanDiego",0,97,"t",124,2,365,80,4.61,"t",1
"6413",12,3,6,"SanDiego",0,88,"t",885,2,28,3,5,"f",1
"6414",2,1,1,"SanDiego",0,1,"t",81,30,1125,81,4.99,"f",0
"6415",6,3,4,"SanDiego",0,3,"t",242,30,90,61,4.95,"t",1
"6416",10,3,5,"SanDiego",0,1,"t",650,2,1125,70,4.83,"f",1
"6417",8,4,4,"SanDiego",0,3,"t",900,3,1125,10,5,"f",1
"6418",4,2,2,"SanDiego",1,2,"t",150,1,1125,2,5,"f",0
"6419",6,3,6,"SanDiego",0,153,"t",343,3,365,16,4.88,"t",1
"6420",2,1,1,"SanDiego",0,8,"t",166,1,28,53,4.3,"t",0
"6421",2,1,1,"SanDiego",0,3,"t",75,1,28,36,4.94,"f",0
"6422",6,2,3,"SanDiego",0,30,"t",120,1,365,53,4.34,"t",1
"6423",4,1,2,"SanDiego",0,197,"t",328,1,14,11,4.91,"f",1
"6424",1,1,NA,"SanDiego",0,23,"t",39,32,183,2,4.5,"f",0
"6425",2,1,1,"SanDiego",0,2,"t",133,30,1125,8,5,"f",1
"6426",10,3,8,"SanDiego",0,67,"t",782,2,1125,99,4.56,"t",1
"6427",2,1,1,"SanDiego",0,11,"t",92,2,30,37,4.92,"f",0
"6428",4,1,2,"SanDiego",0,67,"t",233,2,1125,69,4.64,"t",1
"6429",6,2,3,"SanDiego",0,4,"t",288,3,1125,38,4.71,"t",1
"6430",4,2,2,"SanDiego",0,1,"t",124,1,7,117,4.78,"t",0
"6431",2,1,1,"SanDiego",0,11,"t",72,2,30,11,4.82,"f",0
"6432",7,2,4,"SanDiego",0,11,"t",218,3,30,4,4.75,"f",1
"6433",2,1,2,"SanDiego",0,1,"t",95,28,175,6,4.83,"f",1
"6434",5,2,2,"SanDiego",0,67,"t",239,3,1125,122,4.57,"t",1
"6435",2,1,1,"SanDiego",0,19,"t",275,1,14,181,4.97,"t",1
"6436",2,1,NA,"SanDiego",0,12,"t",112,3,100,141,4.89,"t",1
"6437",4,2,2,"SanDiego",0,12,"t",195,3,1125,170,4.89,"t",1
"6438",3,2,1,"SanDiego",0,1,"t",249,3,180,55,4.8,"f",1
"6439",4,2,2,"SanDiego",0,2,"t",243,31,180,56,4.95,"f",1
"6440",4,1,2,"SanDiego",0,14,"t",118,3,28,58,4.57,"f",1
"6441",4,1,2,"SanDiego",0,5,"t",400,4,31,35,4.86,"f",1
"6442",9,4,5,"SanDiego",0,22,"t",700,6,29,17,4.65,"t",1
"6443",4,1,2,"SanDiego",0,5,"t",400,4,31,43,4.88,"f",1
"6444",6,2,2,"SanDiego",0,4,"t",253,1,1125,137,4.88,"t",1
"6445",2,1,1,"SanDiego",0,9,"t",218,1,365,21,4.71,"t",0
"6446",8,4,5,"SanDiego",0,22,"t",461,3,29,43,4.81,"t",1
"6447",4,1,1,"SanDiego",0,21,"t",237,2,1125,115,4.43,"f",1
"6448",8,2,3,"SanDiego",0,2,"t",455,2,29,128,4.89,"f",1
"6449",4,1,2,"SanDiego",0,1,"t",95,60,1125,5,5,"f",1
"6450",6,2,3,"SanDiego",0,2,"t",304,2,28,74,4.82,"f",1
"6451",4,1,2,"SanDiego",0,21,"t",232,2,1125,320,4.5,"f",1
"6452",2,1,1,"SanDiego",0,7,"t",165,7,1125,16,4.81,"f",1
"6453",6,2,4,"SanDiego",0,12,"t",309,4,60,120,4.98,"t",1
"6454",1,1,1,"SanDiego",0,3,"t",52,30,90,7,5,"f",0
"6455",5,2,4,"SanDiego",0,2,"t",236,29,1125,29,4.62,"f",1
"6456",5,2,3,"SanDiego",0,1,"t",469,4,365,24,4.88,"t",1
"6457",2,1,1,"SanDiego",0,97,"t",110,2,365,108,4.36,"t",1
"6458",2,1,1,"SanDiego",0,97,"t",110,2,365,98,4.65,"t",1
"6459",8,3,5,"SanDiego",0,14,"t",171,2,28,49,4.94,"f",1
"6460",4,1,2,"SanDiego",0,97,"t",124,2,365,101,4.39,"t",1
"6461",8,3,5,"SanDiego",0,1,"t",959,3,1125,88,4.92,"t",1
"6462",7,3,4,"SanDiego",0,1,"t",475,3,1125,64,5,"t",1
"6463",6,3,3,"SanDiego",0,7,"t",795,4,29,24,4.75,"f",1
"6464",6,3,4,"SanDiego",0,18,"t",397,2,1125,21,5,"t",1
"6465",4,2,2,"SanDiego",0,8,"t",313,3,28,66,4.61,"f",1
"6466",2,1,1,"SanDiego",0,1,"t",117,2,1125,3,5,"f",0
"6467",4,2,2,"SanDiego",0,1,"t",143,31,1125,8,4.88,"f",1
"6468",6,2,3,"SanDiego",0,1,"t",200,3,1125,7,4,"f",1
"6469",6,3,3,"SanDiego",0,1,"t",183,3,1125,3,5,"f",1
"6470",4,1,2,"SanDiego",0,97,"t",124,2,365,107,4.41,"t",1
"6471",6,2,3,"SanDiego",0,6,"t",212,2,1125,49,4.82,"f",1
"6472",8,2,5,"SanDiego",0,1,"t",446,4,28,81,4.96,"f",1
"6473",6,3,3,"SanDiego",0,3,"t",380,7,360,12,4.75,"f",1
"6474",4,2,2,"SanDiego",0,14,"t",237,2,28,49,4.82,"f",1
"6475",4,1,2,"SanDiego",0,97,"t",124,2,365,55,4.35,"t",1
"6476",4,1,2,"SanDiego",0,97,"t",124,2,365,114,4.48,"t",1
"6477",8,4,7,"SanDiego",0,153,"t",923,5,365,3,4.67,"t",1
"6478",9,4,5,"SanDiego",0,6,"t",507,1,30,91,4.91,"f",1
"6479",10,3,3,"SanDiego",0,98,"t",446,1,365,60,4.82,"f",1
"6480",4,2,2,"SanDiego",0,1,"t",299,2,14,97,4.95,"f",1
"6481",4,1,2,"SanDiego",0,97,"t",124,2,365,55,4.67,"t",1
"6482",2,1,1,"SanDiego",0,97,"t",110,2,365,75,4.69,"t",1
"6483",4,2,3,"SanDiego",0,12,"t",348,4,30,110,4.98,"t",1
"6484",2,1,1,"SanDiego",0,2,"t",106,2,20,151,4.91,"t",0
"6485",4,1,1,"SanDiego",0,8,"t",213,1,21,225,4.82,"f",1
"6486",6,2,3,"SanDiego",0,4,"t",162,1,29,256,4.93,"t",1
"6487",7,2,4,"SanDiego",0,11,"t",209,3,30,15,4.67,"f",1
"6488",2,1,2,"SanDiego",0,8,"t",64,2,28,55,4.78,"f",1
"6489",8,3,4,"SanDiego",0,3,"t",481,2,29,74,4.8,"t",1
"6490",12,3,8,"SanDiego",0,3,"t",792,2,29,79,4.89,"t",1
"6491",1,1,2,"SanDiego",0,26,"t",46,1,28,27,4.81,"f",0
"6492",4,1,2,"SanDiego",0,2,"t",207,2,180,55,4.95,"f",1
"6493",4,1,2,"SanDiego",0,1,"t",162,1,1125,108,4.92,"f",0
"6494",7,3,4,"SanDiego",0,2,"t",477,3,7,92,4.99,"t",1
"6495",7,2,3,"SanDiego",0,20,"t",136,2,29,82,4.73,"t",0
"6496",6,2,4,"SanDiego",0,3,"t",225,2,31,89,4.6,"f",1
"6497",4,2,2,"SanDiego",0,11,"t",189,2,1125,74,4.96,"t",1
"6498",5,2,2,"SanDiego",0,53,"t",262,1,1125,18,4.44,"t",1
"6499",9,3,3,"SanDiego",0,26,"t",206,2,1125,152,4.7,"f",1
"6500",2,5,5,"SanDiego",0,4,"t",75,1,1125,22,4.91,"f",0
"6501",6,2,4,"SanDiego",0,12,"t",323,4,90,105,4.9,"t",1
"6502",4,1,2,"SanDiego",0,4,"t",77,3,30,96,4.42,"f",1
"6503",4,1,2,"SanDiego",0,1,"t",178,1,30,145,4.92,"f",1
"6504",9,3,4,"SanDiego",0,16,"t",180,1,90,181,4.44,"f",1
"6505",4,2,2,"SanDiego",0,3,"t",339,2,25,43,4.95,"f",1
"6506",2,1,1,"SanDiego",0,11,"t",63,2,30,17,4.94,"f",0
"6507",10,5,8,"SanDiego",0,1,"t",338,30,1125,34,4.71,"f",1
"6508",10,5,5,"SanDiego",0,153,"t",674,5,365,3,5,"t",1
"6509",4,2,2,"SanDiego",0,2,"t",145,7,95,20,4.9,"f",1
"6510",2,1,1,"SanDiego",0,26,"t",125,1,28,20,4.65,"f",0
"6511",2,1,2,"SanDiego",0,26,"t",125,1,28,2,4.5,"f",0
"6512",6,1,3,"SanDiego",0,5,"t",450,3,4,1,5,"t",0
"6513",4,2,2,"SanDiego",0,14,"t",190,31,1125,8,4.88,"t",1
"6514",4,1,1,"SanDiego",0,6,"t",137,1,31,92,4.85,"t",1
"6515",4,2,2,"SanDiego",0,6,"t",361,25,1125,3,5,"f",1
"6516",4,2,2,"SanDiego",0,1,"t",406,3,1125,85,4.98,"f",1
"6517",8,3,6,"SanDiego",0,4,"t",709,2,29,59,4.83,"f",1
"6518",2,1,1,"SanDiego",0,1,"t",141,1,29,283,4.93,"f",1
"6519",12,3,8,"SanDiego",0,4,"t",735,2,29,39,4.64,"f",1
"6520",3,1,2,"SanDiego",0,11,"t",244,2,1125,143,4.84,"f",1
"6521",6,2,3,"SanDiego",0,168,"t",748,3,1125,16,4.81,"f",1
"6522",6,2,4,"SanDiego",0,11,"t",181,2,365,85,4.62,"f",1
"6523",6,2,2,"SanDiego",0,4,"t",300,4,60,20,4.9,"t",1
"6524",5,2,4,"SanDiego",0,153,"t",412,3,365,7,4.57,"t",1
"6525",5,1,3,"SanDiego",0,2,"t",175,2,28,133,4.94,"t",1
"6526",2,1,1,"SanDiego",0,3,"t",40,1,28,119,4.86,"f",0
"6527",8,3,6,"SanDiego",0,168,"t",728,3,1125,10,4.8,"f",1
"6528",4,1,2,"SanDiego",0,1,"t",157,2,28,144,5,"f",0
"6529",2,1,2,"SanDiego",0,3,"t",125,2,5,27,5,"f",0
"6530",1,1,1,"SanDiego",0,11,"t",37,2,14,39,4.82,"f",0
"6531",6,2,4,"SanDiego",0,1,"t",277,2,28,55,4.98,"t",1
"6532",2,1,1,"SanDiego",0,6,"t",134,2,1125,131,4.92,"f",0
"6533",3,1,2,"SanDiego",0,19,"t",135,7,365,13,4.92,"f",1
"6534",5,2,2,"SanDiego",0,3,"t",350,5,1125,12,4.83,"f",1
"6535",5,2,3,"SanDiego",0,1,"t",538,3,30,88,4.94,"f",1
"6536",12,3,9,"SanDiego",0,67,"t",496,2,1125,182,4.84,"t",1
"6537",4,1,2,"SanDiego",0,97,"t",124,2,365,90,4.52,"t",1
"6538",6,2,5,"SanDiego",0,4,"t",221,3,60,91,4.9,"f",1
"6539",5,2,3,"SanDiego",0,3,"t",769,30,180,15,5,"f",1
"6540",4,2,3,"SanDiego",0,1,"t",200,2,1125,42,4.88,"t",1
"6541",3,1,2,"SanDiego",0,1,"t",135,3,21,10,4.7,"f",1
"6542",2,1,1,"SanDiego",0,1,"t",70,2,21,85,4.96,"f",1
"6543",9,3,5,"SanDiego",0,35,"t",607,3,1125,60,4.88,"f",1
"6544",1,1,1,"SanDiego",0,13,"t",151,2,365,2,5,"f",1
"6545",6,3,3,"SanDiego",0,3,"t",439,3,10,11,4.91,"f",1
"6546",6,2,4,"SanDiego",0,12,"t",296,4,60,75,4.93,"t",1
"6547",4,2,2,"SanDiego",0,3,"t",250,7,1125,3,5,"f",1
"6548",1,1,1,"SanDiego",0,5,"t",50,5,60,51,4.86,"f",0
"6549",4,1,3,"SanDiego",0,5,"t",373,2,1125,108,4.99,"f",1
"6550",7,2,3,"SanDiego",0,20,"t",136,2,29,81,4.56,"t",1
"6551",10,4,6,"SanDiego",0,13,"t",240,30,90,33,4.73,"f",1
"6552",1,1,1,"SanDiego",0,23,"t",38,32,180,3,5,"f",0
"6553",10,4,6,"SanDiego",0,8,"t",555,4,28,18,4.5,"t",1
"6554",4,2,2,"SanDiego",0,4,"t",357,3,1125,34,4.91,"t",1
"6555",4,2,2,"SanDiego",0,4,"t",357,3,1125,30,4.67,"t",1
"6556",2,1,1,"SanDiego",0,4,"t",225,3,1125,43,4.91,"f",1
"6557",2,1,1,"SanDiego",0,97,"t",110,2,365,63,4.65,"t",1
"6558",4,1,1,"SanDiego",0,77,"t",141,3,1125,117,4.87,"f",0
"6559",2,1,1,"SanDiego",0,4,"t",58,1,120,59,4.78,"f",0
"6560",2,1,1,"SanDiego",0,97,"t",110,2,365,66,4.36,"t",1
"6561",4,1,2,"SanDiego",0,8,"t",268,3,1125,12,4.42,"t",1
"6562",4,1,3,"SanDiego",0,97,"t",115,2,365,97,4.57,"t",1
"6563",5,1,2,"SanDiego",0,8,"t",225,2,29,110,4.8,"f",1
"6564",2,1,1,"SanDiego",0,2,"t",105,2,365,28,4.96,"t",0
"6565",12,3,5,"SanDiego",0,4,"t",300,2,1125,21,4.76,"f",1
"6566",3,1,2,"SanDiego",0,97,"t",110,2,365,79,4.53,"t",1
"6567",6,1,4,"SanDiego",0,5,"t",127,1,1125,245,4.81,"t",1
"6568",2,1,1,"SanDiego",0,97,"t",110,2,365,53,4.62,"t",1
"6569",3,1,2,"SanDiego",0,5,"t",104,1,1125,292,4.76,"t",1
"6570",3,1,1,"SanDiego",0,1,"t",203,2,1125,117,4.88,"f",1
"6571",3,1,2,"SanDiego",0,5,"t",104,1,1125,277,4.77,"t",1
"6572",4,2,3,"SanDiego",0,5,"t",132,1,1125,163,4.74,"t",1
"6573",6,2,4,"SanDiego",0,6,"t",461,3,30,90,4.98,"f",1
"6574",16,4,11,"SanDiego",0,5,"t",773,2,1125,23,4.91,"t",1
"6575",6,3,4,"SanDiego",0,1,"t",520,5,1125,39,5,"f",1
"6576",6,2,3,"SanDiego",0,1,"t",303,3,1125,97,4.96,"f",1
"6577",12,3,7,"SanDiego",0,88,"t",535,2,28,147,4.92,"f",1
"6578",6,3,3,"SanDiego",0,1,"t",400,5,1125,16,4.81,"f",1
"6579",2,1,1,"SanDiego",0,2,"t",149,3,31,55,4.6,"f",1
"6580",4,1,1,"SanDiego",0,88,"t",152,1,28,130,4.69,"f",0
"6581",7,3,4,"SanDiego",0,153,"t",713,3,365,8,4.25,"t",1
"6582",5,1,2,"SanDiego",0,18,"t",163,3,90,139,4.86,"f",1
"6583",4,1,3,"SanDiego",0,144,"t",250,2,1125,46,4.57,"t",1
"6584",6,2,3,"SanDiego",0,6,"t",216,2,1125,73,4.79,"f",1
"6585",4,2,2,"SanDiego",0,5,"t",189,18,1125,2,3,"f",1
"6586",2,1,1,"SanDiego",0,3,"t",148,2,1125,98,4.92,"f",1
"6587",2,1,1,"SanDiego",0,1,"t",60,2,6,10,4.7,"f",0
"6588",6,3,4,"SanDiego",0,153,"t",464,3,365,19,4.79,"t",1
"6589",5,2,2,"SanDiego",0,1,"t",149,3,1125,29,4.86,"f",1
"6590",2,1,1,"SanDiego",0,1,"t",300,2,60,66,4.94,"f",1
"6591",7,3,4,"SanDiego",0,1,"t",325,3,31,66,5,"f",1
"6592",4,2,2,"SanDiego",0,3,"t",250,15,1125,11,4.91,"f",1
"6593",5,2,4,"SanDiego",0,18,"t",317,2,1125,42,4.43,"t",1
"6594",6,2,3,"SanDiego",0,1,"t",375,4,14,21,4.48,"f",1
"6595",4,2,2,"SanDiego",0,174,"t",303,3,30,73,5,"f",1
"6596",6,3,6,"SanDiego",0,3,"t",228,2,31,10,4.9,"f",1
"6597",2,1,1,"SanDiego",0,1,"t",99,3,12,35,4.89,"f",0
"6598",6,2,4,"SanDiego",0,6,"t",372,3,28,91,5,"f",1
"6599",2,1,1,"SanDiego",0,4,"t",83,1,90,117,4.74,"f",1
"6600",6,1,3,"SanDiego",0,153,"t",424,5,365,11,4.73,"t",1
"6601",4,1,2,"SanDiego",0,30,"t",125,1,365,90,4.56,"t",1
"6602",2,1,1,"SanDiego",0,2,"t",109,2,6,3,5,"f",0
"6603",6,2,3,"SanDiego",0,2,"t",207,2,25,128,4.82,"f",1
"6604",4,1,1,"SanDiego",0,1,"t",145,2,365,40,4.88,"f",1
"6605",2,1,1,"SanDiego",0,782,"t",101,2,1125,24,4.63,"t",1
"6606",4,2,2,"SanDiego",0,1,"t",380,2,1125,42,5,"f",1
"6607",5,1,4,"SanDiego",0,6,"t",206,1,1125,67,4.88,"f",0
"6608",4,2,3,"SanDiego",0,174,"t",400,1,30,69,4.88,"f",1
"6609",4,1,2,"SanDiego",0,5,"t",115,2,1125,121,4.93,"t",1
"6610",3,1,1,"SanDiego",0,8,"t",114,45,1125,6,5,"t",1
"6611",4,2,2,"SanDiego",0,3,"t",161,30,30,24,4.83,"f",1
"6612",2,1,1,"SanDiego",0,2,"t",94,3,1125,70,4.94,"t",1
"6613",2,1,1,"SanDiego",0,1,"t",125,2,1125,9,5,"f",1
"6614",5,2,3,"SanDiego",0,168,"t",201,3,1125,5,4.6,"f",1
"6615",10,5,5,"SanDiego",0,6,"t",498,1,31,183,4.66,"f",1
"6616",12,4,4,"SanDiego",0,3,"t",504,2,1125,125,4.89,"t",1
"6617",4,1,2,"SanDiego",0,21,"t",111,2,1125,99,4.28,"t",1
"6618",6,2,3,"SanDiego",0,8,"t",159,1,365,22,4.5,"t",1
"6619",2,1,1,"SanDiego",0,168,"t",216,3,1125,12,4.83,"f",1
"6620",4,1,2,"SanDiego",0,1,"t",113,2,1125,93,4.94,"f",1
"6621",2,1,1,"SanDiego",0,1,"t",149,4,10,58,4.98,"f",0
"6622",3,1,3,"SanDiego",1,1,"t",110,1,1125,136,4.81,"f",0
"6623",8,4,5,"SanDiego",0,1,"t",375,7,30,2,5,"t",1
"6624",6,2,2,"SanDiego",0,29,"t",116,1,1125,263,4.8,"f",1
"6625",5,1,1,"SanDiego",0,1,"t",107,2,1125,164,4.79,"f",1
"6626",4,2,2,"SanDiego",0,2,"t",168,2,30,102,4.95,"f",1
