"","accommodates","bedrooms","beds","city","experience_stay","host_listings_count","host_has_profile_pic","listing_price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","instant_bookable","private_stay"
"13029",2,1,1,"SanFrancisco",0,15,"t",121,1,365,19,4.11,"t",0
"13030",4,2,2,"SanFrancisco",0,1,"t",252,2,35,340,4.84,"f",1
"13031",6,2,2,"SanFrancisco",0,1,"t",550,365,900,26,4.81,"f",1
"13032",4,2,2,"SanFrancisco",0,1,"t",525,4,60,100,4.96,"f",1
"13033",3,1,1,"SanFrancisco",0,1,"t",104,3,9,207,4.9,"f",1
"13034",4,1,2,"SanFrancisco",0,15,"t",133,1,365,214,4.44,"t",0
"13035",2,1,1,"SanFrancisco",0,12,"t",107,1,365,369,4.75,"f",1
"13036",2,1,1,"SanFrancisco",0,4,"t",70,30,1125,3,4.67,"f",0
"13037",2,1,1,"SanFrancisco",0,2,"t",125,30,1000,23,4.96,"f",1
"13038",2,1,1,"SanFrancisco",0,15,"t",121,1,365,292,4.34,"t",0
"13039",5,2,3,"SanFrancisco",0,1,"t",140,30,365,19,4.26,"f",1
"13040",1,1,1,"SanFrancisco",0,2,"t",50,30,1125,2,5,"f",0
"13041",2,1,2,"SanFrancisco",0,1,"t",154,30,1125,3,4.67,"f",1
"13042",2,1,1,"SanFrancisco",0,4,"t",228,30,1125,21,5,"f",1
"13043",2,1,1,"SanFrancisco",0,1,"t",148,30,367,85,4.81,"t",1
"13044",5,2,3,"SanFrancisco",0,2,"t",249,2,50,38,4.89,"f",1
"13045",4,1,2,"SanFrancisco",0,1,"t",190,3,29,233,4.88,"f",0
"13046",4,2,2,"SanFrancisco",0,1,"t",132,30,365,11,4.82,"f",1
"13047",7,4,4,"SanFrancisco",0,6,"t",333,30,365,16,4.88,"f",1
"13048",2,1,NA,"SanFrancisco",0,3,"t",69,30,30,116,4.33,"t",0
"13049",2,1,2,"SanFrancisco",0,3,"t",117,30,1125,1,5,"f",1
"13050",4,2,2,"SanFrancisco",0,2,"t",750,3,60,40,4.85,"f",1
"13051",2,1,1,"SanFrancisco",0,3,"t",165,30,1125,14,4.69,"f",1
"13052",2,1,1,"SanFrancisco",0,3,"t",99,3,27,172,4.89,"f",0
"13053",6,3,3,"SanFrancisco",0,1512,"t",346,30,731,10,4.9,"f",1
"13054",2,1,1,"SanFrancisco",0,2,"t",100,2,14,235,4.82,"f",0
"13055",5,2,2,"SanFrancisco",0,1,"t",200,2,30,92,4.9,"f",1
"13056",2,1,1,"SanFrancisco",0,4,"t",60,30,1125,7,4.86,"f",0
"13057",2,1,1,"SanFrancisco",0,1,"t",259,3,90,62,4.89,"f",1
"13058",6,1,3,"SanFrancisco",0,1,"t",316,30,31,20,4.6,"f",1
"13059",1,1,1,"SanFrancisco",0,2,"t",200,4,1125,37,4.97,"f",0
"13060",4,2,2,"SanFrancisco",0,1,"t",175,30,1125,8,5,"f",1
"13061",2,2,1,"SanFrancisco",0,2,"t",178,30,60,5,4.8,"f",1
"13062",10,2,3,"SanFrancisco",0,3,"t",80,1,30,363,4.69,"t",0
"13063",4,2,2,"SanFrancisco",0,2,"t",146,30,180,84,4.77,"f",1
"13064",2,1,2,"SanFrancisco",0,2,"t",135,6,1125,233,4.92,"f",0
"13065",3,1,2,"SanFrancisco",0,1,"t",116,30,90,126,4.94,"f",1
"13066",2,1,1,"SanFrancisco",0,43,"t",100,1,25,173,4.71,"t",0
"13067",1,1,1,"SanFrancisco",0,43,"t",50,1,23,85,4.73,"f",0
"13068",4,2,2,"SanFrancisco",0,1,"t",475,7,1125,45,4.93,"f",1
"13069",4,2,2,"SanFrancisco",0,3,"t",135,30,30,10,4.5,"t",1
"13070",4,1,2,"SanFrancisco",0,1,"t",236,3,28,212,4.97,"f",0
"13071",2,1,1,"SanFrancisco",0,1,"t",125,30,1125,10,4.9,"f",1
"13072",2,1,1,"SanFrancisco",0,1,"t",50,31,90,48,4.8,"f",0
"13073",1,1,1,"SanFrancisco",0,2,"t",40,30,1125,4,4.75,"f",0
"13074",2,1,1,"SanFrancisco",0,25,"t",230,2,1125,8,4.71,"f",0
"13075",1,1,1,"SanFrancisco",0,7,"t",48,30,1125,84,4.73,"f",0
"13076",4,2,3,"SanFrancisco",0,1,"t",146,2,24,430,4.83,"f",1
"13077",1,1,1,"SanFrancisco",0,12,"t",70,32,1125,28,4.68,"f",0
"13078",1,1,1,"SanFrancisco",0,12,"t",63,32,1125,15,4.67,"f",0
"13079",1,1,1,"SanFrancisco",0,12,"t",63,32,1125,41,4.9,"f",0
"13080",2,1,1,"SanFrancisco",0,43,"t",100,1,25,165,4.67,"t",0
"13081",4,1,2,"SanFrancisco",0,31,"t",405,3,10,137,4.99,"t",1
"13082",3,1,1,"SanFrancisco",0,4,"t",63,30,90,12,4.5,"f",0
"13083",8,3,3,"SanFrancisco",0,1,"t",508,2,28,19,5,"f",1
"13084",2,1,1,"SanFrancisco",0,3,"t",150,4,7,23,5,"f",0
"13085",4,2,2,"SanFrancisco",0,1,"t",425,2,18,145,4.96,"f",1
"13086",2,1,2,"SanFrancisco",0,5,"t",52,30,1125,200,4.62,"f",0
"13087",1,1,1,"SanFrancisco",0,7,"t",53,30,180,137,4.8,"f",0
"13088",2,1,1,"SanFrancisco",0,5,"t",89,30,92,138,4.51,"f",0
"13089",4,2,NA,"SanFrancisco",0,2,"t",500,30,180,8,4.75,"f",1
"13090",1,1,1,"SanFrancisco",0,2,"t",200,30,90,6,5,"f",0
"13091",2,1,1,"SanFrancisco",0,3,"t",169,2,14,129,4.87,"f",0
"13092",4,1,2,"SanFrancisco",0,1,"t",175,1,8,236,4.86,"f",1
"13093",2,1,1,"SanFrancisco",0,9,"t",81,30,1125,23,4.78,"f",1
"13094",1,1,1,"SanFrancisco",0,5,"t",93,31,360,1,5,"f",0
"13095",2,2,2,"SanFrancisco",0,6,"t",400,30,1125,8,5,"t",1
"13096",4,2,2,"SanFrancisco",0,1,"t",145,3,1125,128,4.83,"f",0
"13097",2,1,1,"SanFrancisco",0,12,"t",65,30,45,7,4.71,"t",0
"13098",4,2,2,"SanFrancisco",0,2,"t",164,1,1125,249,4.7,"f",1
"13099",1,1,1,"SanFrancisco",0,7,"t",80,1,365,149,4.54,"t",0
"13100",1,1,NA,"SanFrancisco",0,7,"t",75,2,1125,63,4.52,"t",0
"13101",3,1,1,"SanFrancisco",0,1,"t",125,30,90,5,5,"f",1
"13102",4,2,2,"SanFrancisco",0,2,"t",265,3,1125,202,4.96,"f",0
"13103",8,2,4,"SanFrancisco",0,2,"t",189,2,1125,170,4.22,"f",1
"13104",6,3,4,"SanFrancisco",0,1,"t",225,30,180,92,4.87,"f",1
"13105",1,1,1,"SanFrancisco",0,6,"t",80,1,29,231,4.81,"f",0
"13106",4,1,3,"SanFrancisco",0,1,"t",159,4,365,89,4.78,"f",1
"13107",2,1,1,"SanFrancisco",0,2,"t",139,3,1125,254,4.93,"t",0
"13108",2,1,1,"SanFrancisco",0,1,"t",132,2,1125,133,4.88,"f",0
"13109",2,1,1,"SanFrancisco",0,4,"t",66,30,360,7,4.71,"f",0
"13110",2,1,1,"SanFrancisco",0,4,"t",58,30,90,12,4.83,"f",0
"13111",4,1,2,"SanFrancisco",0,15,"t",133,1,365,223,4.4,"t",0
"13112",2,1,1,"SanFrancisco",0,7,"t",98,1,339,279,4.91,"f",0
"13113",4,1,2,"SanFrancisco",0,2,"t",100,31,183,11,4.7,"f",1
"13114",6,2,4,"SanFrancisco",0,1,"t",400,3,1094,15,4.93,"f",1
"13115",2,1,1,"SanFrancisco",0,31,"t",76,30,1125,11,4.25,"t",0
"13116",2,1,1,"SanFrancisco",0,31,"t",90,30,1125,2,5,"t",0
"13117",2,1,1,"SanFrancisco",0,31,"t",76,30,1125,3,4.67,"t",0
"13118",1,1,1,"SanFrancisco",0,7,"t",48,30,1125,38,4.87,"f",0
"13119",1,1,1,"SanFrancisco",0,7,"t",50,30,1125,9,4.78,"f",0
"13120",2,1,1,"SanFrancisco",0,3,"t",335,1,35,5,5,"t",1
"13121",2,1,1,"SanFrancisco",0,43,"t",90,1,25,163,4.77,"t",0
"13122",1,1,1,"SanFrancisco",0,7,"t",55,30,1125,11,4.64,"f",0
"13123",2,1,1,"SanFrancisco",0,7,"t",95,1,365,73,4.52,"t",0
"13124",2,1,1,"SanFrancisco",0,1,"t",99,30,90,14,4.85,"f",0
"13125",1,1,1,"SanFrancisco",0,1,"t",69,7,30,25,5,"f",0
"13126",3,1,1,"SanFrancisco",0,3,"t",36,3,30,227,4.72,"f",0
"13127",2,1,1,"SanFrancisco",0,1,"t",124,30,1125,4,4.5,"f",0
"13128",2,1,1,"SanFrancisco",0,1,"t",120,30,31,313,4.95,"f",0
"13129",2,1,1,"SanFrancisco",0,1,"t",262,2,28,67,4.9,"f",1
"13130",1,1,1,"SanFrancisco",0,5,"t",98,31,365,11,5,"f",0
"13131",4,1,2,"SanFrancisco",0,2,"t",99,30,180,29,4.45,"f",1
"13132",4,2,2,"SanFrancisco",0,2,"t",357,1,1125,83,4.96,"f",1
"13133",1,1,1,"SanFrancisco",0,12,"t",70,32,1125,44,4.82,"f",0
"13134",2,1,1,"SanFrancisco",0,14,"t",90,1,30,107,4.4,"f",0
"13135",1,1,1,"SanFrancisco",0,12,"t",73,32,1125,42,4.6,"f",0
"13136",2,1,1,"SanFrancisco",0,1,"t",85,1,7,324,4.93,"f",0
"13137",2,1,1,"SanFrancisco",0,19,"t",75,1,21,32,4.19,"t",0
"13138",2,1,1,"SanFrancisco",0,3,"t",169,4,60,36,5,"f",0
"13139",2,1,1,"SanFrancisco",0,19,"t",79,1,21,19,4.16,"t",0
"13140",2,1,1,"SanFrancisco",0,15,"t",47,1,365,23,4.22,"t",0
"13141",2,2,2,"SanFrancisco",0,1,"t",125,2,7,258,4.98,"t",1
"13142",2,1,1,"SanFrancisco",0,15,"t",47,1,365,37,4.39,"t",0
"13143",4,2,2,"SanFrancisco",0,1,"t",138,2,5,129,4.46,"f",1
"13144",9,5,5,"SanFrancisco",0,5,"t",234,30,1125,21,4.9,"f",1
"13145",2,1,1,"SanFrancisco",0,15,"t",47,1,365,46,4.31,"t",0
"13146",1,1,1,"SanFrancisco",0,43,"t",50,1,25,81,4.79,"f",0
"13147",2,1,1,"SanFrancisco",0,1512,"t",236,30,731,6,4.83,"f",1
"13148",1,1,1,"SanFrancisco",0,14,"t",90,1,180,69,4.21,"t",0
"13149",2,1,1,"SanFrancisco",0,1,"t",125,30,365,19,5,"f",1
"13150",1,1,1,"SanFrancisco",0,14,"t",91,1,180,18,4.18,"f",0
"13151",4,2,2,"SanFrancisco",0,1,"t",289,5,28,47,4.91,"f",1
"13152",4,2,3,"SanFrancisco",0,1,"t",235,2,1125,94,4.82,"f",1
"13153",4,2,3,"SanFrancisco",0,1,"t",225,2,5,64,4.95,"f",1
"13154",1,1,1,"SanFrancisco",0,31,"t",60,30,1125,10,4.9,"t",0
"13155",1,1,1,"SanFrancisco",0,7,"t",80,1,365,27,4.52,"t",0
"13156",3,1,2,"SanFrancisco",0,4,"t",90,30,1125,5,5,"f",0
"13157",3,1,2,"SanFrancisco",0,1,"t",140,30,180,90,4.69,"f",0
"13158",4,1,1,"SanFrancisco",0,8,"t",140,2,1125,58,4.93,"f",0
"13159",2,1,1,"SanFrancisco",0,4,"t",100,3,27,3,5,"f",0
"13160",8,2,3,"SanFrancisco",0,2,"t",639,3,1125,17,5,"f",1
"13161",5,3,4,"SanFrancisco",0,1,"t",545,3,1125,34,4.94,"f",1
"13162",2,1,1,"SanFrancisco",0,3,"t",178,1,20,177,4.88,"f",0
"13163",2,1,1,"SanFrancisco",0,1,"t",125,2,90,77,4.87,"f",0
"13164",2,1,1,"SanFrancisco",0,15,"t",121,1,365,309,4.3,"t",0
"13165",8,5,7,"SanFrancisco",0,2,"t",440,30,365,121,4.83,"t",1
"13166",2,1,1,"SanFrancisco",0,1,"t",65,1,7,687,4.96,"f",0
"13167",2,1,1,"SanFrancisco",0,43,"t",100,1,25,115,4.7,"t",0
"13168",2,1,1,"SanFrancisco",0,43,"t",100,1,25,134,4.59,"t",0
"13169",2,1,1,"SanFrancisco",0,19,"t",75,1,21,27,4.27,"t",0
"13170",2,1,1,"SanFrancisco",0,2,"t",196,30,1125,15,4.93,"f",1
"13171",2,1,1,"SanFrancisco",0,4,"t",80,1,45,95,4.91,"f",0
"13172",2,1,1,"SanFrancisco",0,15,"t",121,1,365,282,4.35,"t",0
"13173",2,1,1,"SanFrancisco",0,1,"t",298,1,28,345,4.98,"f",1
"13174",4,1,2,"SanFrancisco",0,15,"t",133,1,365,224,4.31,"t",0
"13175",2,1,1,"SanFrancisco",0,1,"t",200,2,1125,43,5,"f",1
"13176",2,1,1,"SanFrancisco",0,1,"t",85,30,120,45,4.93,"t",1
"13177",6,3,4,"SanFrancisco",0,1,"t",425,3,28,3,4.67,"f",1
"13178",1,1,2,"SanFrancisco",0,2,"t",135,30,365,19,4.89,"t",1
"13179",2,1,1,"SanFrancisco",0,19,"t",78,1,21,36,4.42,"t",0
"13180",2,1,1,"SanFrancisco",0,21,"t",61,1,90,141,4.72,"f",0
"13181",2,1,1,"SanFrancisco",0,3,"t",126,1,1125,523,4.97,"f",0
"13182",2,1,1,"SanFrancisco",0,15,"t",121,1,365,280,4.33,"t",0
"13183",2,1,1,"SanFrancisco",0,2,"t",198,3,1125,222,4.95,"f",1
"13184",1,1,1,"SanFrancisco",0,3,"t",40,30,1125,5,3.25,"f",0
"13185",6,3,3,"SanFrancisco",0,1,"t",272,3,1125,174,4.89,"f",1
"13186",3,1,1,"SanFrancisco",0,49,"t",62,30,1125,1,5,"f",0
"13187",1,1,1,"SanFrancisco",0,7,"t",80,2,1125,82,4.6,"t",0
"13188",6,3,4,"SanFrancisco",0,6,"t",299,1,24,115,4.68,"f",1
"13189",7,3,4,"SanFrancisco",0,1,"t",375,4,10,5,5,"f",1
"13190",2,1,1,"SanFrancisco",0,22,"t",92,30,1125,17,4.31,"f",1
"13191",4,3,3,"SanFrancisco",0,8,"t",164,30,1125,5,4.4,"f",1
"13192",2,1,1,"SanFrancisco",0,1,"t",110,3,29,79,4.95,"f",0
"13193",2,1,1,"SanFrancisco",0,1,"t",160,30,90,230,4.81,"f",0
"13194",4,2,2,"SanFrancisco",0,1,"t",295,2,7,2,5,"f",1
"13195",4,2,3,"SanFrancisco",0,1,"t",475,2,30,64,4.97,"f",1
"13196",2,1,1,"SanFrancisco",0,1,"t",112,2,14,135,4.9,"f",0
"13197",3,1,1,"SanFrancisco",0,8,"t",140,30,1125,7,4.29,"f",1
"13198",1,1,1,"SanFrancisco",0,12,"t",70,32,1125,11,4.82,"f",0
"13199",7,3,3,"SanFrancisco",0,1,"t",498,14,1125,15,5,"f",1
"13200",4,1,4,"SanFrancisco",0,43,"t",100,1,25,55,4.56,"t",0
"13201",2,1,NA,"SanFrancisco",0,1,"t",314,30,30,48,4.98,"f",0
"13202",2,1,2,"SanFrancisco",0,1,"t",175,3,45,193,4.92,"f",0
"13203",3,2,2,"SanFrancisco",0,1,"t",243,3,190,5,5,"f",1
"13204",4,2,2,"SanFrancisco",0,1,"t",250,4,28,58,5,"f",0
"13205",2,1,1,"SanFrancisco",0,2,"t",120,30,60,75,4.72,"t",1
"13206",2,1,1,"SanFrancisco",0,4,"t",80,1,29,96,4.97,"t",0
"13207",4,2,2,"SanFrancisco",0,1,"t",349,6,7,14,4.79,"f",1
"13208",5,2,3,"SanFrancisco",0,1,"t",260,30,1125,12,4.7,"f",1
"13209",2,1,1,"SanFrancisco",0,1,"t",100,2,30,232,4.93,"t",0
"13210",2,1,1,"SanFrancisco",0,43,"t",100,1,25,58,4.57,"t",0
"13211",4,2,2,"SanFrancisco",0,2,"t",284,2,31,301,4.95,"t",1
"13212",3,1,2,"SanFrancisco",0,1,"t",160,2,60,234,4.94,"f",0
"13213",2,1,1,"SanFrancisco",0,1,"t",242,2,28,516,4.94,"f",1
"13214",2,1,1,"SanFrancisco",0,1,"t",105,1,21,340,4.99,"f",0
"13215",10,5,5,"SanFrancisco",0,2,"t",440,30,365,125,4.86,"t",1
"13216",1,1,1,"SanFrancisco",0,6,"t",85,1,29,215,4.87,"f",0
"13217",1,1,1,"SanFrancisco",0,1,"t",85,30,360,2,4,"f",0
"13218",2,1,1,"SanFrancisco",0,1,"t",80,1,25,47,4.87,"f",0
"13219",1,1,1,"SanFrancisco",0,4,"t",86,30,1124,42,4.9,"f",0
"13220",6,3,3,"SanFrancisco",0,1,"t",782,4,1125,104,4.96,"f",1
"13221",1,1,1,"SanFrancisco",0,31,"t",60,30,1125,11,4.27,"t",0
"13222",9,4,5,"SanFrancisco",0,2,"t",299,3,1124,43,4.47,"f",1
"13223",1,1,1,"SanFrancisco",0,1,"t",131,60,1125,4,5,"f",0
"13224",1,1,1,"SanFrancisco",0,4,"t",52,7,1124,98,4.89,"f",0
"13225",8,2,3,"SanFrancisco",0,3,"t",202,3,28,59,4.98,"f",1
"13226",2,1,1,"SanFrancisco",0,21,"t",58,1,60,135,4.71,"f",0
"13227",3,2,3,"SanFrancisco",0,1,"t",250,30,95,3,5,"f",1
"13228",2,1,1,"SanFrancisco",0,2,"t",85,2,1125,274,4.99,"f",0
"13229",4,1,2,"SanFrancisco",0,1,"t",346,3,1125,136,4.91,"f",1
"13230",2,1,1,"SanFrancisco",0,2,"t",85,2,1125,183,4.98,"t",0
"13231",3,2,2,"SanFrancisco",0,1,"t",510,2,1125,62,4.87,"f",1
"13232",6,3,4,"SanFrancisco",0,4,"t",193,30,120,2,4.5,"f",1
"13233",4,2,3,"SanFrancisco",0,4,"t",147,30,120,3,4,"f",1
"13234",3,1,2,"SanFrancisco",0,1,"t",100,2,1125,80,4.71,"f",0
"13235",2,1,1,"SanFrancisco",0,1,"t",185,2,15,58,4.97,"f",1
"13236",4,1,2,"SanFrancisco",0,1,"t",119,30,89,4,5,"f",1
"13237",1,1,1,"SanFrancisco",0,18,"t",47,365,450,2,4,"f",0
"13238",2,1,1,"SanFrancisco",0,1,"t",150,30,90,42,4.93,"f",1
"13239",1,1,1,"SanFrancisco",0,2,"t",40,30,122,34,4.71,"f",0
"13240",2,1,1,"SanFrancisco",0,1,"t",115,4,30,107,4.97,"f",0
"13241",1,1,1,"SanFrancisco",0,4,"t",47,30,1125,23,4.57,"f",0
"13242",9,3,4,"SanFrancisco",0,3,"t",190,4,14,9,4.88,"f",1
"13243",1,1,1,"SanFrancisco",0,2,"t",105,30,1125,4,5,"t",0
"13244",1,1,1,"SanFrancisco",0,7,"t",60,30,90,126,4.83,"f",0
"13245",8,2,3,"SanFrancisco",0,21,"t",130,1,90,117,4.65,"f",1
"13246",2,1,1,"SanFrancisco",0,1,"t",146,1,5,484,4.93,"f",0
"13247",1,1,1,"SanFrancisco",0,4,"t",45,30,1125,20,4.55,"f",0
"13248",2,1,1,"SanFrancisco",0,2,"t",125,3,29,112,4.83,"f",0
"13249",2,1,1,"SanFrancisco",0,1,"t",140,30,90,17,5,"f",1
"13250",4,1,2,"SanFrancisco",0,3,"t",225,5,1125,109,4.96,"f",0
"13251",8,3,3,"SanFrancisco",0,1,"t",250,30,1125,32,4.56,"f",1
"13252",2,1,2,"SanFrancisco",0,1,"t",103,30,180,2,5,"f",1
"13253",6,2,2,"SanFrancisco",0,3,"t",295,30,1125,29,5,"t",1
"13254",3,2,3,"SanFrancisco",0,1,"t",115,90,368,40,4.75,"f",1
"13255",2,1,1,"SanFrancisco",0,3,"t",65,1,7,7,4.86,"f",0
"13256",2,1,1,"SanFrancisco",0,1,"t",177,2,1125,287,4.95,"f",0
"13257",2,1,1,"SanFrancisco",0,1,"t",111,45,240,1,5,"f",1
"13258",2,1,1,"SanFrancisco",0,1,"t",255,3,1125,71,4.92,"f",1
"13259",2,1,1,"SanFrancisco",0,21,"t",55,30,90,7,5,"f",0
"13260",4,1,1,"SanFrancisco",0,1,"t",240,30,90,73,4.97,"f",1
"13261",1,1,1,"SanFrancisco",0,1,"t",99,30,1125,2,5,"f",0
"13262",4,2,2,"SanFrancisco",0,7,"t",125,30,1125,1,5,"f",1
"13263",2,1,1,"SanFrancisco",0,2,"t",99,1,29,247,4.91,"f",0
"13264",4,1,2,"SanFrancisco",0,1,"t",280,2,29,105,4.94,"f",0
"13265",1,1,1,"SanFrancisco",0,18,"t",61,30,180,5,3.6,"f",0
"13266",5,4,4,"SanFrancisco",0,12,"t",185,30,1125,4,5,"f",1
"13267",4,2,2,"SanFrancisco",0,1,"t",350,30,365,1,5,"t",1
"13268",2,1,1,"SanFrancisco",0,6,"t",83,1,1125,14,4.64,"f",0
"13269",1,1,1,"SanFrancisco",0,7,"t",65,30,1125,108,4.84,"f",0
"13270",2,1,1,"SanFrancisco",0,1,"t",165,30,42,87,5,"f",1
"13271",2,1,1,"SanFrancisco",0,7,"t",115,1,365,26,4.62,"t",0
"13272",2,1,2,"SanFrancisco",0,6,"t",85,1,1125,12,4.17,"f",0
"13273",2,1,1,"SanFrancisco",0,6,"t",121,1,7,24,4.75,"f",0
"13274",2,1,1,"SanFrancisco",0,43,"t",100,1,25,118,4.7,"t",0
"13275",4,2,2,"SanFrancisco",0,1,"t",629,1,180,110,4.99,"f",1
"13276",2,1,1,"SanFrancisco",0,18,"t",110,30,1125,1,5,"f",1
"13277",3,1,1,"SanFrancisco",0,2,"t",150,30,30,4,5,"f",1
"13278",2,1,1,"SanFrancisco",0,4,"t",85,4,21,32,4.81,"t",0
"13279",1,1,1,"SanFrancisco",0,18,"t",47,365,450,2,4.5,"f",0
"13280",2,1,2,"SanFrancisco",0,4,"t",113,90,360,1,5,"f",0
"13281",3,1,2,"SanFrancisco",0,1,"t",135,1,14,222,4.94,"f",0
"13282",2,1,1,"SanFrancisco",0,2,"t",295,1,1125,105,4.92,"f",1
"13283",2,1,1,"SanFrancisco",0,12,"t",68,30,365,15,4.47,"t",0
"13284",2,1,1,"SanFrancisco",0,1,"t",70,30,1125,6,5,"f",0
"13285",5,2,3,"SanFrancisco",0,3,"t",80,30,100,29,4.97,"f",1
"13286",2,1,2,"SanFrancisco",0,1,"t",189,3,1125,164,4.99,"f",0
"13287",3,3,2,"SanFrancisco",0,4,"t",275,90,720,1,5,"f",1
"13288",2,1,2,"SanFrancisco",0,1,"t",40,30,1125,87,4.84,"t",0
"13289",2,1,1,"SanFrancisco",0,1,"t",159,3,10,272,4.89,"f",0
"13290",2,1,1,"SanFrancisco",0,4,"t",90,1,45,78,4.78,"f",0
"13291",4,2,2,"SanFrancisco",0,1,"t",514,30,90,4,5,"f",1
"13292",2,1,1,"SanFrancisco",0,1,"t",195,4,90,100,4.94,"t",1
"13293",6,4,4,"SanFrancisco",0,1,"t",995,4,28,45,5,"f",1
"13294",4,2,2,"SanFrancisco",0,3,"t",300,30,120,2,5,"f",1
"13295",5,3,3,"SanFrancisco",0,2,"t",300,4,14,13,4.92,"t",1
"13296",2,1,1,"SanFrancisco",0,2,"t",174,2,28,251,4.92,"f",1
"13297",5,3,3,"SanFrancisco",0,19,"t",450,3,21,21,4.95,"f",1
"13298",2,1,1,"SanFrancisco",0,49,"t",57,30,90,9,5,"f",0
"13299",1,1,1,"SanFrancisco",0,2,"t",99,5,90,127,4.91,"t",0
"13300",1,1,1,"SanFrancisco",0,7,"t",70,30,90,114,4.82,"f",0
"13301",6,3,3,"SanFrancisco",0,1,"t",185,30,1125,27,4.89,"f",1
"13302",1,1,1,"SanFrancisco",0,6,"t",69,30,1125,5,3.4,"f",0
"13303",2,1,1,"SanFrancisco",0,22,"t",88,30,1125,7,4.57,"f",1
"13304",2,2,2,"SanFrancisco",0,1,"t",165,30,1125,18,4.94,"f",1
"13305",5,3,3,"SanFrancisco",0,2,"t",144,30,180,13,4.83,"f",1
"13306",4,1,2,"SanFrancisco",0,1,"t",450,2,28,202,4.99,"f",0
"13307",8,3,4,"SanFrancisco",0,1,"t",390,3,15,3,5,"f",1
"13308",4,2,2,"SanFrancisco",0,1,"t",225,4,14,29,5,"f",1
"13309",3,2,2,"SanFrancisco",0,1,"t",109,30,1125,14,4.79,"t",1
"13310",1,1,1,"SanFrancisco",0,2,"t",99,5,28,127,4.93,"t",0
"13311",2,1,1,"SanFrancisco",0,1,"t",68,30,1125,6,4.33,"f",0
"13312",2,1,1,"SanFrancisco",0,25,"t",235,2,1125,6,4.8,"f",0
"13313",2,1,1,"SanFrancisco",0,2,"t",90,30,180,54,4.55,"t",1
"13314",2,1,1,"SanFrancisco",0,1,"t",151,31,1125,27,4.92,"f",1
"13315",2,1,1,"SanFrancisco",0,1,"t",115,1000,1125,5,4.8,"f",1
"13316",1,1,1,"SanFrancisco",0,6,"t",78,30,1125,9,4.22,"f",0
"13317",6,3,4,"SanFrancisco",0,1,"t",490,2,30,10,4.89,"t",1
"13318",6,3,3,"SanFrancisco",0,4,"t",200,30,365,3,3,"f",1
"13319",3,1,1,"SanFrancisco",0,1,"t",245,1,29,340,4.94,"f",0
"13320",6,2,4,"SanFrancisco",0,3,"t",135,31,1125,13,4.62,"f",1
"13321",4,1,4,"SanFrancisco",0,43,"t",90,1,25,60,4.8,"t",0
"13322",2,1,1,"SanFrancisco",0,2,"t",189,3,1125,79,4.88,"f",1
"13323",4,1,2,"SanFrancisco",0,1,"t",185,5,28,134,4.9,"f",0
"13324",2,1,1,"SanFrancisco",0,1,"t",112,3,1125,61,4.87,"f",1
"13325",6,3,3,"SanFrancisco",0,1,"t",175,30,1125,4,5,"f",1
"13326",4,1,2,"SanFrancisco",0,49,"t",74,30,180,7,4.71,"f",0
"13327",2,1,1,"SanFrancisco",0,1,"t",150,3,14,69,4.94,"f",1
"13328",4,2,2,"SanFrancisco",0,1,"t",196,3,1125,70,4.86,"f",1
"13329",3,1,2,"SanFrancisco",0,2,"t",103,1,27,106,4.81,"f",0
"13330",1,1,1,"SanFrancisco",0,7,"t",60,30,1125,114,4.8,"f",0
"13331",4,2,2,"SanFrancisco",0,2,"t",173,1,27,132,4.73,"f",0
"13332",4,1,1,"SanFrancisco",0,1,"t",200,30,180,2,5,"f",1
"13333",2,1,1,"SanFrancisco",0,4,"t",329,2,1125,51,4.9,"t",1
"13334",6,3,4,"SanFrancisco",0,1,"t",250,30,365,2,5,"f",1
"13335",6,3,3,"SanFrancisco",0,1,"t",261,30,1125,14,4.71,"f",1
"13336",2,1,1,"SanFrancisco",0,1,"t",150,2,9,272,4.97,"f",0
"13337",4,1,1,"SanFrancisco",0,2,"t",99,30,1125,23,4.87,"f",1
"13338",2,1,1,"SanFrancisco",0,1,"t",94,2,30,58,4.91,"f",0
"13339",10,3,5,"SanFrancisco",0,7,"t",260,30,1124,15,4.27,"f",1
"13340",2,1,1,"SanFrancisco",0,49,"t",59,30,90,7,5,"f",0
"13341",2,1,1,"SanFrancisco",0,49,"t",53,30,270,10,4.6,"f",0
"13342",6,3,3,"SanFrancisco",0,1,"t",655,30,360,35,4.97,"f",1
"13343",2,1,1,"SanFrancisco",0,6,"t",100,30,180,22,5,"f",1
"13344",2,1,1,"SanFrancisco",0,1,"t",94,30,90,15,4.93,"f",1
"13345",4,2,2,"SanFrancisco",0,1,"t",207,30,125,151,4.97,"f",0
"13346",2,1,1,"SanFrancisco",0,2,"t",95,1,31,207,4.86,"f",0
"13347",2,1,1,"SanFrancisco",0,20,"t",144,30,1125,2,5,"f",1
"13348",2,1,1,"SanFrancisco",0,2,"t",196,2,7,128,4.95,"f",1
"13349",2,1,1,"SanFrancisco",0,2,"t",130,2,1125,169,4.86,"t",0
"13350",2,1,2,"SanFrancisco",0,2,"t",289,2,45,223,4.98,"f",1
"13351",1,1,1,"SanFrancisco",0,2,"t",57,30,120,5,5,"f",0
